,type,date,review,rating,geo,geo_2,coordinate,lon,lat,year
21388,indeed,2022-01-08,"Technicien intervention polyvalent CDD Pas de possibilité d'embauche dans la branche exécution. Travail dans l'urgence, le technicien clientèle subit en permanence l'exaspération des clients ( délais attente RDV trop long du au manque de personnel).",3.0,Dax (40),dax,"[1.746158, 43.412631]",1.746158,43.412631,2022
21389,indeed,2021-12-24,Super entreprise Super entreprise mais uniquement des recrutements d'intérimaires. Dommage car on s'y sent bien.,5.0,Brest (29),brest,"[-4.497736, 48.406435]",-4.497736,48.406435,2021
21390,indeed,2021-12-24,"Grosse structure, peu d'apprentissage Bonne ambiance,  grosse entreprise donc leu d'encadrement.",3.0,Paris (75),paris,"[2.347, 48.859]",2.347,48.859,2021
21391,indeed,2021-12-23,Conditions de travail agréables et excellente ambiance de groupe. Belle entreprise à l'écoute de ses salariés -dommage que beaucoup de postes ne soient ouverts qu'à l'intérim - le travail peut s'avérer pourtant intéressant et enrichissant.,4.0,Tulle (19),tulle,"[1.764073, 45.267177]",1.764073,45.267177,2021
21392,indeed,2021-12-20,"Très bonne entreprise, mais évolution et système de rémunération dépassés Une entreprise avec de nombreux métiers à découvrir et permettant d'allier vie professionnelle et vie familiale de façon agréable, où règne une bonne ambiance générale.",3.0,Courcouronnes (91),courcouronnes,"[2.40963, 48.615221]",2.40963,48.615221,2021
21393,indeed,2021-12-18,"Bonne entreprise J'ai eu la chance de faire un stage dans cette entreprise, c'était génial.",5.0,Creil (60),creil,"[2.478561, 49.257474]",2.478561,49.257474,2021
21394,indeed,2021-12-17,Environnement de travail agréable et une bonne ambiance Environnement de travail agréable et une bonne ambiance au Pôle HYPERVISION et au Pôle traitement Est au département GI2R au service RCG et bonne entente et ambiance.,5.0,Bourges (18),bourges,"[1.861995, 42.962794]",1.861995,42.962794,2021
21396,indeed,2021-12-01,Conditions Entreprises ne prends pas en considération l'investissement fait,1.0,Nîmes (30),nmes,"[4.936431, 45.691355]",4.936431,45.691355,2021
21397,indeed,2021-11-26,"Entreprise humaine, Bonne ambiance. Plusieurs expériences en Intérim dans cette entreprise.",4.0,Nantes (44),nantes,"[-1.555335, 47.239367]",-1.555335,47.239367,2021
21398,indeed,2021-11-25,Environnement de travail agréable Très bonne équipe,5.0,Rodez (12),rodez,"[2.566732, 44.359272]",2.566732,44.359272,2021
21402,indeed,2021-10-12,"Une expérience à vivre sois même Je ne souhaite pas que mon avis influence une quelconque décision, pour cela, je vais être objective, dans l’ensemble on ne se plaint pas (pour ma par). Je ne connais pas comment fonctionne l procédure de recrutement en interne, ce que j’ai entendu dire est que le recrutement dans l’entreprise est brassé d’un manière flou et incompris par tous. Le travail en équipe est au rendez-vous, ils sont avenants à l’écoute etc.",5.0,Toulouse (31),toulouse,"[1.433805, 43.604082]",1.433805,43.604082,2021
21403,indeed,2021-10-11,"Hiérarchique Hiérarchique miséreux, ne sont pas là pour vous aidez en cas de soucis mais pour plus vous enfoncez",1.0,Belley (01),belley,"[5.688373, 45.754371]",5.688373,45.754371,2021
21404,indeed,2019-12-31,"Productive and fun workplace Enedis is one of the best frensh companies in terms of the human care and of professional career processing. At Enedis, you can be productive, you can develop your skills and you can manage your time to have a good scale between your private life and your Professional life.",5.0,Nanterre,nanterre,"[2.202314, 48.898095]",2.202314,48.898095,2019
21405,indeed,2021-10-07,"Une bell expérience L'ambiance au travail est très agréable, c'est ce qui nous donne envie de venir travailler au quotidien.",5.0,Grenoble (38),grenoble,"[5.7243, 45.182081]",5.7243,45.182081,2021
21406,indeed,2021-09-16,Exploité Paie au lance pierre ambiance très médiocre !! Recrute des gens même pas du métier,2.0,Chambéry (73),chambry,"[2.88889, 48.999843]",2.88889,48.999843,2021
21408,indeed,2021-08-08,Environnement de travail agréable Equipe à l'écoute,5.0,Nanterre (92),nanterre,"[2.202314, 48.898095]",2.202314,48.898095,2021
21409,indeed,2021-08-06,Environment de travail agréable Formé sur les dossiers pour verifier problème compteur linky  à distance . Appel client pour prendre rdv avec technicien,4.0,Antibes (06),antibes,"[7.103245, 43.582206]",7.103245,43.582206,2021
21413,indeed,2021-06-04,"Environnement de travail desagreable Une cheffe hystérique qui n'a aucune empathie vulgaire désagréable aucune remise en question mauvaise dans son rôle de manager ! Reproche aux autres de ne pas être collectif alors que elle même précise avoir ses ""chouchou"" Je ne recommande cette entreprise à aucune personne stable !",1.0,Eysines (33),eysines,"[-0.645875, 44.876862]",-0.645875,44.876862,2021
21414,indeed,2021-05-24,Pour ceux qui aiment se faire détruire au téléphone Mon expérience concerne le service Acheminement de Paris. Le travail consiste à répondre au téléphone aux clients (généralement furieux) et aux mails reçus.,1.0,Paris,paris,"[2.347, 48.859]",2.347,48.859,2021
21415,indeed,2021-05-19,"Poste administratif Entreprise sérieuse et dynamique, poste avec responsabilités mission mener à bien.",5.0,Reims (51),reims,"[4.055595, 49.250948]",4.055595,49.250948,2021
21416,indeed,2021-05-13,"Dommage. Un stage de 4 mois très enrichissant, une équipe très agréable qui prends le temps d'échanger, une super ambiance au bureau. Mais...",3.0,Béziers,bziers,"[2.504717, 42.639086]",2.504717,42.639086,2021
21418,indeed,2021-04-02,Ambiance sympathique Tout le monde était très sympa ! Les horaires sont cools et le travail très facile. Un peu redondant mais le salaire est plus que plaisant.,5.0,Angers (49),angers,"[-0.56191, 47.466735]",-0.56191,47.466735,2021
21419,indeed,2021-03-22,"environnement de travail respectueux gros respect du bien être de l'employé, et les avantages sociaux non negligeable.",5.0,Grenoble (38),grenoble,"[5.7243, 45.182081]",5.7243,45.182081,2021
21420,indeed,2021-03-12,"Environnement agreable Environment agréable  en intérim  , par contre certains collaborateurs et manager carole se livrent a du harcèlement morale.",3.0,Narbonne (11),narbonne,"[0.649303, 47.31119]",0.649303,47.31119,2021
21422,indeed,2021-03-01,"Entreprise Agreable Manager au top, travail intéressant, on en apprend tout les jours",5.0,Le Mans (72),lemans,"[-2.911163, 48.525144]",-2.911163,48.525144,2021
21423,indeed,2021-02-18,"Travaille trés agréable Très bonne entreprise, aimable, serviable, au niveau du travaille, faire très attention à la sécurité, ne te mette pas la pression si le travaille demander a bien était effectuer.",5.0,Caen (14),caen,"[-0.372291, 49.184571]",-0.372291,49.184571,2021
21424,indeed,2021-02-09,Superbe expérience Une superbe expérience de 18 mois en intérim.,5.0,Valenciennes (59),valenciennes,"[3.510438, 50.358552]",3.510438,50.358552,2021
21425,indeed,2019-12-31,"Productive and fun workplace Enedis is one of the best frensh companies in terms of the human care and of professional career processing. At Enedis, you can be productive, you can develop your skills and you can manage your time to have a good scale between your private life and your Professional life.",5.0,Nanterre,nanterre,"[2.202314, 48.898095]",2.202314,48.898095,2019
21426,indeed,2021-02-03,"Vive la france Cest triste de voir ça,  ce qui faut pas faire pour gagner ça vie mdr",1.0,Nanterre (92),nanterre,"[2.202314, 48.898095]",2.202314,48.898095,2021
21427,indeed,2021-01-27,Contente de mon expérience C'est une très bonne société qui forme bien les nouveaux arrivants. Je suis très contente de ma mission passée au sein de cette société.,5.0,Paris (75),paris,"[2.347, 48.859]",2.347,48.859,2021
21428,indeed,2021-01-04,"Tout ca... pour ca. J'ai passé tous les entretiens ( téléphonique,physique, avec les RH).",1.0,Gap (05),gap,"[6.077989, 44.544606]",6.077989,44.544606,2021
21430,indeed,2020-12-20,Environnement de travail agréable Expérience agréable au sein d'une bonne équipe,5.0,Montgeron (91),montgeron,"[2.455399, 48.704816]",2.455399,48.704816,2020
21431,indeed,2020-12-19,Environnement de travail agréable Cdd intérimaire mais pas de possibilité de CDI.,5.0,Avignon (84),avignon,"[-1.759717, 48.390709]",-1.759717,48.390709,2020
21432,indeed,2020-11-28,Environnement de travail agréable L’environnement de travail y est agréable et les Assistantes sont très coopératives,5.0,Nanterre (92),nanterre,"[2.202314, 48.898095]",2.202314,48.898095,2020
21433,indeed,2020-11-24,Entreprise où il fait bon travailler Superbe expérience chez Enedis.,5.0,Pau (64),pau,"[-0.343106, 43.313159]",-0.343106,43.313159,2020
21434,indeed,2020-10-07,Super agréable Une bonne expérience,5.0,Pau (64),pau,"[-0.343106, 43.313159]",-0.343106,43.313159,2020
21438,indeed,2020-09-21,"ENvironnement de travail ok, mais salaire et carrière très en dessous de la moyenne Environnement de travail ok, mais salaire et carrière très en dessous de la moyenne.",3.0,Dijon (21),dijon,"[5.034852, 47.331938]",5.034852,47.331938,2020
21439,indeed,2020-09-18,Ravi Une très belle expérience et une équipe formidable,5.0,Reims (51),reims,"[4.055595, 49.250948]",4.055595,49.250948,2020
21441,indeed,2020-08-25,"Bonne entreprise Entreprise agréable, responsables d’équipe à l’écoute",4.0,Caudan (56),caudan,"[-2.918721, 48.082717]",-2.918721,48.082717,2020
21442,indeed,2020-07-29,"Alternance chez enedis Très mauvaise expérience, tuteurs n'aident pas du tout, coups bas entre collègues",1.0,Drap (06),drap,"[7.333517, 43.758587]",7.333517,43.758587,2020
21444,indeed,2020-07-12,"Stage - plutôt pas mal Plutôt pas mal, un travail correct mais journée assez longue",4.0,Toulon (83),toulon,"[5.933457, 43.136385]",5.933457,43.136385,2020
21446,indeed,2019-12-31,"Productive and fun workplace Enedis is one of the best frensh companies in terms of the human care and of professional career processing. At Enedis, you can be productive, you can develop your skills and you can manage your time to have a good scale between your private life and your Professional life.",5.0,Nanterre,nanterre,"[2.202314, 48.898095]",2.202314,48.898095,2019
21447,indeed,2020-07-07,Facilité d’adaptation Même si on ne connais pas la norme NFC 14-100 il est facile de s’adapter et de vite intégrer le métier,4.0,Marseille (13),marseille,"[5.405, 43.282]",5.405,43.282,2020
21449,indeed,2020-06-27,"Environnement agréable Travail en équipe, bonne ambiance et bonne collaboration entre collègues.",4.0,Caen (14),caen,"[-0.372291, 49.184571]",-0.372291,49.184571,2020
21451,indeed,2020-06-23,"Alternance Alternance enrichissante, très bonne intégration et développement des compétences",4.0,Pau (64),pau,"[-0.343106, 43.313159]",-0.343106,43.313159,2020
21453,indeed,2020-06-14,"Ambiance nulle Mauvaise ambiance,  jalousie.  Hypocrisie.",1.0,Tarbes (65),tarbes,"[0.065776, 43.239085]",0.065776,43.239085,2020
21454,indeed,2020-06-14,Environnement agréable Bonne ambiance général.,5.0,Roanne (42),roanne,"[4.072015, 46.043412]",4.072015,46.043412,2020
21455,indeed,2020-06-12,"Environnement de travail agreable Bon management, bon esprit d’équipe , salaire et avantage motivant",4.0,Toulouse (31),toulouse,"[1.433805, 43.604082]",1.433805,43.604082,2020
21457,indeed,2020-06-09,travail intéressant avec une bonne équipe professionnel et une bonne entente Travail intéressant au sein d'une très bonne équipe sur place. Pas de stress; autonomie totale; entente professionnelle avec l'équipe,5.0,Laval (53),laval,"[-0.772562, 48.061435]",-0.772562,48.061435,2020
21458,indeed,2020-06-08,Très bonne expérience Travail très intéressant et enrichissant.,4.0,Montbéliard (25),montbliard,"[6.79471, 47.509571]",6.79471,47.509571,2020
21459,indeed,2020-06-05,Entreprise agréable Entreprise spécialisée dans l'installation de compteurs,5.0,Orvault (44),orvault,"[-1.86835, 47.625765]",-1.86835,47.625765,2020
21460,indeed,2020-06-03,"Environnement de travail agréable Postes à évolution si on souhaite être muté à d'autres régions de France, formations et événements culturels à disposition des salariés avec des challenges. Organisations régulières d'événements interne afin d'informer les salariés sur différents sujets. Entreprise agréable et à l'écoute pour ma part je m'y sens bien.",4.0,Laval,laval,"[-0.772562, 48.061435]",-0.772562,48.061435,2020
21461,indeed,2020-06-01,Excellente expérience L’unique entreprise dans laquelle j’ai pris plaisir à collaborer,4.0,La Madeleine (59),lamadeleine,"[6.913674, 47.760852]",6.913674,47.760852,2020
21462,indeed,2020-06-01,"Ambigu Habilitation moyenne, parce que sans tes Habilitations tu ne pourras rien faire,",4.0,Laval (53),laval,"[-0.772562, 48.061435]",-0.772562,48.061435,2020
21464,indeed,2020-05-25,Collaborateur accueillants J'ai très bien été accueillie au sein de l'équipe et je me suis intégrée rapidement.,3.0,Nanterre (92),nanterre,"[2.202314, 48.898095]",2.202314,48.898095,2020
21465,indeed,2020-05-21,"Environnement Agréable, journée bien remplie avec plusieurs activités",5.0,Bernay,bernay,"[0.597084, 49.089442]",0.597084,49.089442,2020
21466,indeed,2020-05-17,"La perfection Enedis est une entreprise qui sait très bien prendre soin de ses alternants, l’encadrement est de qualité et toute l’équipe est à ton écoute.",5.0,Montgeron (91),montgeron,"[2.455399, 48.704816]",2.455399,48.704816,2020
